anal_num,bd_number,a_cont_by,a_makedown,a_nv_scor,a_vul_scor,b_cont_by,b_makedown,b_nv_scor,b_vul_scor,nv_imps,vul_imps,nv_netscor,v_netscor,north,east,south,west,n_hcp,e_hcp,s_hcp,w_hcp
1,100,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:642 H:K85 D:KQ8 C:QT82,S:KQ H:9642 D:J6543 C:A3,S:J973 H:AQ7 D:972 C:K76,S:AT85 H:JT3 D:AT C:J954,10,10,10,10
1,101,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QJ4 H:T53 D:AQJ C:KJ84,S:AT9 H:A972 D:T74 C:Q93,S:K65 H:QJ8 D:9632 C:T76,S:8732 H:K64 D:K85 C:A52,14,10,6,10
1,102,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K5 H:KJ6 D:KQJ5 C:JT84,S:AJ732 H:A874 D:6 C:K32,S:Q6 H:QT9 D:9874 C:AQ97,S:T984 H:532 D:AT32 C:65,14,12,10,4
1,103,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q873 H:K986 D:K4 C:Q76,S:AK642 H:Q53 D:853 C:82,S:J9 H:AJ2 D:QJ96 C:AJT3,S:T5 H:T74 D:AT72 C:K954,10,9,14,7
1,104,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q4 H:J874 D:AKQJ C:543,S:T532 H: D:843 C:KQJT62,S:KJ6 H:AQT D:976 C:A987,S:A987 H:K96532 D:T52 C:,13,6,14,7
1,105,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A63 H:75 D:A732 C:9832,S:Q52 H:J963 D:QT65 C:AK,S:KJT4 H:A4 D:KJ8 C:JT54,S:987 H:KQT82 D:94 C:Q76,8,12,13,7
1,106,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T973 H:AKT8 D:AQ7 C:Q8,S:A82 H:J54 D:T3 C:97543,S:KQ5 H:Q932 D:K842 C:62,S:J64 H:76 D:J965 C:AKJT,15,5,10,10
1,107,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQJ3 H:A975 D:742 C:76,S:T7 H:J83 D:AKT986 C:JT,S:54 H:KQT4 D:QJ3 C:AQ83,S:A9862 H:62 D:5 C:K9542,10,9,14,7
1,108,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:J63 H:AKT9 D:A9 C:A643,S:AT74 H:Q62 D:Q5432 C:9,S:K95 H:J53 D:KJT7 C:KQ8,S:Q82 H:874 D:86 C:JT752,16,8,13,3
1,109,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KQ4 H:QJ2 D:943 C:T765,S:AJT985 H:753 D:A2 C:43,S:72 H:KT98 D:KQJ8 C:AK2,S:63 H:A64 D:T765 C:QJ98,8,9,16,7
1,110,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AQ42 H:Q94 D:93 C:AQJ8,S:T8 H:J852 D:AT52 C:K92,S:K6 H:AT63 D:K864 C:T54,S:J9753 H:K7 D:QJ7 C:763,15,8,10,7
1,111,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AT98 H:J84 D:A2 C:KJ54,S:QJ32 H:AKT975 D:764 C:,S:74 H:Q32 D:K983 C:AT76,S:K65 H:6 D:QJT5 C:Q9832,13,10,9,8
1,112,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:9632 H:AK74 D:K63 C:KT,S:JT H:J9 D:JT974 C:9762,S:KQ87 H:532 D:A85 C:Q53,S:A54 H:QT86 D:Q2 C:AJ84,13,3,11,13
1,113,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQ92 H:9762 D:A7 C:865,S:7543 H:QT D:9654 C:AT3,S:JT86 H:KJ4 D:KQT C:K97,S:A H:A853 D:J832 C:QJ42,9,6,13,12
1,114,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:A75 H:J5 D:QT54 C:QJ85,S:J3 H:87643 D:J832 C:64,S:982 H:AT9 D:AK96 C:T93,S:KQT64 H:KQ2 D:7 C:AK72,10,2,11,17
1,115,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AJ6 H:Q862 D:A52 C:Q84,S:K5 H:JT975 D:K74 C:A92,S:9743 H:A3 D:JT8 C:K765,S:QT82 H:K4 D:Q963 C:JT3,13,11,8,8
1,116,3N -N, -5,-250,-500,2N -N, -4,-200,-400,-2,-3,-50,-100,S:9765 H:8532 D:A2 C:KT4,S: H:AKJ9 D:T865 C:AQ632,S:AKQT H:QT D:Q93 C:J875,S:J8432 H:764 D:KJ74 C:9,7,14,14,5
1,117,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AJT H:8643 D:AJ63 C:Q5,S:Q84 H:52 D:KQ54 C:K874,S:K532 H:KQ7 D:972 C:AT6,S:976 H:AJT9 D:T8 C:J932,12,10,12,6
1,118,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:8762 H:K5 D:A964 C:A97,S:5 H:AQJ9643 D:T C:T653,S:AJ93 H:T87 D:J5 C:K842,S:KQT4 H:2 D:KQ8732 C:QJ,11,7,9,13
1,119,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AT9 H:K97 D:AK8 C:AK65,S:J8764 H:86 D:Q975 C:83,S:Q5 H:Q54 D:JT62 C:QT97,S:K32 H:AJT32 D:43 C:J42,21,3,7,9
1,120,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AQT3 H:KT4 D:98 C:K865,S:J2 H:J6 D:QT543 C:AT97,S:754 H:A875 D:KJ6 C:Q43,S:K986 H:Q932 D:A72 C:J2,12,8,10,10
1,121,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:AKJ H:AK52 D:743 C:A95,S:T873 H:J3 D:AQT95 C:73,S:952 H:Q98 D:KJ8 C:QJT2,S:Q64 H:T764 D:62 C:K864,19,7,9,5
1,122,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T32 H:K76 D:A543 C:QT6,S:K4 H:J983 D:KJT6 C:753,S:QJ85 H:AT2 D:Q98 C:KJ9,S:A976 H:Q54 D:72 C:A842,9,8,13,10
1,123,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T63 H:AT62 D:QT6 C:K32,S:87 H:KJ973 D:K972 C:QT,S:KQ52 H:Q54 D:AJ83 C:74,S:AJ94 H:8 D:54 C:AJ9865,9,9,12,10
1,124,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q632 H:QJ6 D:AT86 C:J7,S:AK9 H:543 D:Q972 C:A65,S:J85 H:A87 D:K543 C:K92,S:T74 H:KT92 D:J C:QT843,10,13,11,6
1,125,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:752 H:AK4 D:J653 C:AQ9,S:QJ96 H:J7 D:K98 C:J532,S:K43 H:T65 D:A42 C:K864,S:AT8 H:Q9832 D:QT7 C:T7,14,8,10,8
1,126,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K932 H:Q982 D:765 C:AK,S:JT74 H:T65 D:AQ C:QT76,S:85 H:AK73 D:K82 C:9542,S:AQ6 H:J4 D:JT943 C:J83,12,9,10,9
1,127,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:A98 H:A852 D:AKJ6 C:Q4,S:543 H:KJ6 D:Q8 C:AKT86,S:QJ62 H:T974 D:754 C:92,S:KT7 H:Q3 D:T932 C:J753,18,13,3,6
1,128,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:8764 H:A52 D:KJ75 C:T2,S:A5 H:QJ43 D:T2 C:A9753,S:JT H:K976 D:A83 C:KQ64,S:KQ932 H:T8 D:Q964 C:J8,8,11,13,8
1,129,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KT5 H:T832 D:AT C:AT73,S:J8764 H:6 D:K8432 C:62,S:AQ9 H:A54 D:765 C:Q954,S:32 H:KQJ97 D:QJ9 C:KJ8,11,4,12,13
1,130,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT85 H:KQJ2 D:T3 C:Q63,S:Q7 H:875 D:K98 C:JT975,S:J962 H:943 D:J765 C:AK,S:K43 H:AT6 D:AQ42 C:842,12,6,9,13
1,131,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:K74 H:AK62 D:AK95 C:QJ,S:A652 H:87 D:QJ4 C:K743,S:93 H:QJ95 D:T732 C:652,S:QJT8 H:T43 D:86 C:AT98,20,10,3,7
1,132,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:A65 H:AQJ D:T95 C:JT32,S:743 H:T643 D:Q872 C:A8,S:KQJ H:82 D:AJ63 C:Q764,S:T982 H:K975 D:K4 C:K95,12,6,13,9
1,133,3N -N, -5,-250,-500,2N -N, -4,-200,-400,-2,-3,-50,-100,S:KQ8 H:QJ87 D:72 C:8743,S:T5 H:K54 D:J95 C:AT652,S:J763 H:T932 D:AQ C:KQ9,S:A942 H:A6 D:KT8643 C:J,8,8,12,12
1,134,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q95 H:A762 D:AQ9 C:K98,S:T3 H:KQ8 D:J8763 C:AQ5,S:AJ42 H:954 D:KT52 C:74,S:K876 H:JT3 D:4 C:JT632,15,12,8,5
1,135,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:98 H:T87 D:AT72 C:QT82,S:A754 H:9653 D:Q95 C:54,S:KQJT H:KQ4 D:86 C:KJ76,S:632 H:AJ2 D:KJ43 C:A93,6,6,15,13
1,136,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:7432 H:K752 D:QJ9 C:32,S:AKT85 H:93 D:T54 C:T94,S:Q96 H:AQT8 D:AK2 C:J75,S:J H:J64 D:8763 C:AKQ86,6,7,16,11
1,137,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AQ76 H:J82 D:AK4 C:AK9,S:842 H:AK953 D:Q973 C:J,S:J53 H:T4 D:T652 C:7632,S:KT9 H:Q76 D:J8 C:QT854,21,10,1,8
1,138,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K63 H:972 D:843 C:Q987,S:Q742 H:J3 D:QT5 C:T642,S:AJ95 H:A6 D:J97 C:AK53,S:T8 H:KQT854 D:AK62 C:J,5,5,17,13
1,139,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J864 H:Q4 D:A52 C:A943,S:7 H:J98 D:KJT86 C:JT76,S:T2 H:KT63 D:Q743 C:KQ5,S:AKQ953 H:A752 D:9 C:82,11,6,10,13
1,140,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:8765 H:K965 D:J9 C:K94,S:A94 H:T842 D:73 C:8632,S:KJ32 H:QJ3 D:AK54 C:A7,S:QT H:A7 D:QT862 C:QJT5,7,4,18,11
1,141,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J953 H:A43 D:T842 C:95,S:AT82 H:865 D:KQ6 C:T32,S:KQ7 H:K97 D:975 C:AKQ7,S:64 H:QJT2 D:AJ3 C:J864,5,9,17,9
1,142,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:QJ93 H:T753 D:KQ C:853,S:T76 H:QJ6 D:A96 C:T762,S:K852 H:AK4 D:T4 C:KQ94,S:A4 H:982 D:J87532 C:AJ,8,7,15,10
1,143,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K84 H:K92 D:AQJ4 C:Q52,S:A9532 H:Q64 D:875 C:JT,S:T6 H:JT7 D:9632 C:AK73,S:QJ7 H:A853 D:KT C:9864,15,7,8,10
1,144,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:95 H:Q86 D:9654 C:Q742,S:83 H:JT43 D:QT3 C:AJ83,S:KQ64 H:AK5 D:AJ82 C:95,S:AJT72 H:972 D:K7 C:KT6,4,8,17,11
1,145,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KT82 H:AK9 D:AKQ8 C:T2,S:AJ754 H:T5 D:J965 C:73,S:Q96 H:6432 D:T42 C:K86,S:3 H:QJ87 D:73 C:AQJ954,19,6,5,10
1,146,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AQ94 H:K8 D:AKQ7 C:QT4,S:T6 H:JT9654 D:8432 C:2,S:K753 H:Q2 D:J65 C:A983,S:J82 H:A73 D:T9 C:KJ765,20,1,10,9
1,147,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:J6 H:K98 D:A875 C:AQ87,S:K872 H:6432 D:JT C:KJ2,S:AT94 H:J5 D:Q432 C:953,S:Q53 H:AQT7 D:K96 C:T64,14,8,7,11
1,148,3N -N, -6,-300,-600,2N -N, -5,-250,-500,-2,-3,-50,-100,S:874 H:9632 D:AJ75 C:QJ,S: H:KQJT75 D:Q84 C:T652,S:AKQJ H:84 D:KT96 C:843,S:T96532 H:A D:32 C:AK97,8,8,13,11
1,149,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:J982 H:8732 D:QT9 C:A4,S:Q763 H:Q64 D:K5 C:J953,S:KT4 H:AK D:AJ86 C:QT86,S:A5 H:JT95 D:7432 C:K72,7,8,17,8
1,150,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KJT H:T532 D:QJ6 C:K86,S:95 H:A6 D:T987 C:QT532,S:A863 H:Q974 D:AK C:AJ9,S:Q742 H:KJ8 D:5432 C:74,10,6,18,6
1,151,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:Q752 H:AT D:J942 C:J87,S:J H:QJ8543 D:A85 C:QT3,S:K643 H:K76 D:Q763 C:A2,S:AT98 H:92 D:KT C:K9654,8,10,12,10
1,152,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AT95 H:AJT D:QT85 C:64,S:K84 H:98 D:7 C:AKJT732,S:J6 H:7643 D:AKJ3 C:985,S:Q732 H:KQ52 D:9642 C:Q,11,11,9,9
1,153,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J85 H:AQ87 D:75 C:Q985,S:A4 H:JT93 D:A642 C:AK7,S:KQ96 H:K5 D:QJ98 C:T62,S:T732 H:642 D:KT3 C:J43,9,16,11,4
1,154,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K5 H:K32 D:QJ42 C:AQJ7,S:Q64 H:97 D:K83 C:KT862,S:AJ83 H:AT6 D:T965 C:53,S:T972 H:QJ854 D:A7 C:94,16,8,9,7
1,155,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:AQ H:KJ5 D:AT52 C:AJ52,S:53 H:Q9862 D:Q84 C:KQ4,S:864 H:A3 D:KJ93 C:T976,S:KJT972 H:T74 D:76 C:83,19,9,8,4
1,156,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:K96 H:T94 D:K73 C:AJ72,S:J743 H:32 D:AJT652 C:9,S:AQT5 H:AQJ7 D:Q4 C:K85,S:82 H:K865 D:98 C:QT643,11,6,18,5
1,157,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:J632 H:AT5 D:Q632 C:42,S:Q H:J743 D:AJT8754 C:J,S:KT87 H:KQ96 D:K9 C:KQ6,S:A954 H:82 D: C:AT98753,7,9,16,8
1,158,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQ92 H:A6 D:J765 C:KT8,S:A4 H:QJ4 D:A93 C:97543,S:J7 H:T852 D:KQ84 C:QJ2,S:T8653 H:K973 D:T2 C:A6,13,11,9,7
1,159,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AT H:T763 D:A95 C:AJ84,S:J98753 H:42 D:KQJ2 C:6,S:K64 H:Q985 D:T763 C:QT,S:Q2 H:AKJ D:84 C:K97532,13,7,7,13
1,160,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AK H:Q984 D:J86 C:KT85,S:T984 H:AKJT65 D:T9 C:6,S:J2 H:732 D:A754 C:A973,S:Q7653 H: D:KQ32 C:QJ42,13,8,9,10
1,161,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AQ62 H:Q93 D:82 C:J972,S:843 H:T654 D:J6 C:KQT3,S:JT5 H:J87 D:AKT7 C:A65,S:K97 H:AK2 D:Q9543 C:84,9,6,13,12
1,162,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q975 H:KT94 D:J42 C:K4,S:KT2 H:62 D:A763 C:AJ83,S:A4 H:AQ85 D:KQT5 C:T72,S:J863 H:J73 D:98 C:Q965,9,12,15,4
1,163,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AK7 H:A73 D:K932 C:Q42,S:J854 H:Q864 D:T654 C:J,S:Q93 H:KT5 D:AQ8 C:T873,S:T62 H:J92 D:J7 C:AK965,16,4,11,9
1,164,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T98 H:A85 D:Q62 C:J852,S:A74 H:J974 D:T853 C:Q6,S:Q653 H:T32 D:AKJ9 C:KT,S:KJ2 H:KQ6 D:74 C:A9743,7,7,13,13
1,165,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AJ72 H:A9 D:K842 C:732,S:K84 H:KQ8 D:653 C:Q985,S:Q965 H:J432 D:AJ C:AKJ,S:T3 H:T765 D:QT97 C:T64,12,10,16,2
1,166,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:J2 H:753 D:AQ74 C:AQT7,S:64 H:AJ8 D:J6 C:K86532,S:AK3 H:KT64 D:KT52 C:J4,S:QT9875 H:Q92 D:983 C:9,13,9,14,4
1,167,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KQJ7 H:KQT9 D:KT C:A73,S:T8 H:65432 D:A97 C:K62,S:42 H:AJ7 D:J863 C:JT94,S:A9653 H:8 D:Q542 C:Q85,18,7,7,8
1,168,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K3 H:AT95 D:J542 C:KQ6,S:5 H:J7632 D:Q876 C:J42,S:8742 H:KQ8 D:AK9 C:T87,S:AQJT96 H:4 D:T3 C:A953,13,4,12,11
1,169,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AK95 H:J52 D:53 C:AKJT,S:J762 H:T64 D:Q982 C:84,S:Q8 H:Q873 D:K76 C:Q932,S:T43 H:AK9 D:AJT4 C:765,16,3,9,12
1,170,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:J3 H:KQ97 D:Q42 C:KJ83,S:QT42 H:T53 D:985 C:A92,S:K765 H:A82 D:KJT6 C:QT,S:A98 H:J64 D:A73 C:7654,12,6,13,9
1,171,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AK H:KJ43 D:J74 C:9765,S:65 H:A76 D:Q982 C:KT83,S:Q83 H:52 D:AK65 C:QJ42,S:JT9742 H:QT98 D:T3 C:A,12,9,12,7
1,172,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:Q532 H:AT4 D:J8 C:K932,S:T9 H:532 D:7532 C:Q864,S:AJ64 H:987 D:KQ96 C:A5,S:K87 H:KQJ6 D:AT4 C:JT7,10,2,14,14
1,173,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:KQ52 H:654 D:Q7 C:AJ83,S:J4 H:JT9832 D:J6 C:754,S:AT6 H:KQ D:A932 C:KT92,S:9873 H:A7 D:KT854 C:Q6,12,3,16,9
1,174,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:AK5 H:AT54 D:T6 C:K542,S:Q84 H:632 D:J97432 C:J,S:J932 H:J987 D:Q8 C:QT7,S:T76 H:KQ D:AK5 C:A9863,14,4,6,16
1,175,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:8543 H:A73 D:AJ2 C:986,S:AJT92 H: D:T843 C:QJ75,S:K76 H:KT4 D:Q976 C:A42,S:Q H:QJ98652 D:K5 C:KT3,9,8,12,11
1,176,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:98 H:AK5 D:AKT2 C:J984,S:6 H:JT43 D:Q854 C:AK72,S:AQJ2 H:986 D:J96 C:T53,S:KT7543 H:Q72 D:73 C:Q6,15,10,8,7
1,177,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT62 H:J654 D:AJ2 C:75,S:J53 H:T73 D:Q6 C:AQ642,S:K74 H:AK92 D:754 C:K93,S:Q98 H:Q8 D:KT983 C:JT8,10,9,13,8
1,178,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K83 H:AK9 D:985 C:J642,S:Q5 H:T862 D:AK32 C:A75,S:AJ74 H:J74 D:J74 C:K98,S:T962 H:Q53 D:QT6 C:QT3,11,13,10,6
1,179,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQJ9 H:AKT3 D:84 C:QJ7,S:832 H:QJ5 D:72 C:T5432,S:654 H:9872 D:AK53 C:K9,S:AT7 H:64 D:QJT96 C:A86,16,3,10,11
1,180,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:K642 H:J32 D:Q84 C:A43,S:AT H:Q764 D:K52 C:QJ96,S:QJ98 H:AK85 D:AJ3 C:KT,S:753 H:T9 D:T976 C:8752,10,12,18,0
1,181,3N -N, -6,-300,-600,2N -N, -5,-250,-500,-2,-3,-50,-100,S:KQ65 H:95 D:653 C:AK75,S:AT872 H:J7 D:JT C:QT94,S:J94 H:A832 D:K84 C:J86,S:3 H:KQT64 D:AQ972 C:32,12,8,9,11
1,182,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AK2 H:A7 D:KT54 C:J854,S:Q8743 H:J2 D:QJ32 C:T9,S:JT H:9863 D:A87 C:Q763,S:965 H:KQT54 D:96 C:AK2,15,6,7,12
1,183,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KT62 H:AJT9 D:AJ5 C:KQ,S:A983 H:Q8 D:QT87 C:T85,S:J74 H:K654 D:43 C:A972,S:Q5 H:732 D:K962 C:J643,18,8,8,6
1,184,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KT5 H:KQT4 D:KJ4 C:Q76,S:AJ64 H:82 D:Q72 C:KT52,S:Q97 H:J73 D:A963 C:984,S:832 H:A965 D:T85 C:AJ3,14,10,7,9
1,185,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:KJ3 H:AQ94 D:42 C:QT74,S:875 H:K732 D:J65 C:A95,S:AT4 H:JT65 D:K73 C:832,S:Q962 H:8 D:AQT98 C:KJ6,12,8,8,12
1,186,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:JT H:AT94 D:JT2 C:QJ86,S:96532 H:65 D:K93 C:752,S:AKQ8 H:KQJ7 D:876 C:A4,S:74 H:832 D:AQ54 C:KT93,9,3,19,9
1,187,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AJ74 H:J53 D:A852 C:A6,S:985 H:972 D:4 C:KQ9732,S:Q3 H:AKQ8 D:K73 C:JT54,S:KT62 H:T64 D:QJT96 C:8,14,5,15,6
1,188,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:AQJ9 H:JT86 D:AK C:J43,S:T2 H:A4 D:J94 C:QT8652,S:753 H:K752 D:Q82 C:AK7,S:K864 H:Q93 D:T7653 C:9,16,7,12,5
1,189,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J653 H:QT4 D:962 C:952,S:94 H:A9532 D:T843 C:J3,S:AKT2 H:K87 D:J7 C:AKT6,S:Q87 H:J6 D:AKQ5 C:Q874,3,5,18,14
1,190,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:K3 H:A986 D:AKT6 C:A72,S:AQ964 H: D:Q852 C:KJ94,S:JT85 H:J752 D:974 C:83,S:72 H:KQT43 D:J3 C:QT65,18,12,2,8
1,191,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:J75 H:A972 D:A7 C:KJ42,S:AQT2 H:Q84 D:852 C:QT9,S:863 H:J53 D:KT4 C:A763,S:K94 H:KT6 D:QJ963 C:85,13,10,8,9
1,192,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KT8 H:762 D:AQT6 C:J42,S:AQ9652 H:KJ8 D:83 C:98,S:J3 H:QT5 D:K954 C:AK73,S:74 H:A943 D:J72 C:QT65,10,10,13,7
1,193,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:A52 H:82 D:AT43 C:K754,S:87643 H:QT74 D:J9 C:T2,S:KQ H:AJ96 D:KQ75 C:A98,S:JT9 H:K53 D:862 C:QJ63,11,3,19,7
1,194,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:932 H:Q85 D:AQ6 C:KQ53,S:KQT H:K D:J9852 C:T987,S:A5 H:J764 D:K74 C:J642,S:J8764 H:AT932 D:T3 C:A,13,9,9,9
1,195,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KT83 H:T87 D:AK72 C:T7,S:A2 H:KQ3 D:5 C:AKJ9852,S:Q94 H:A96 D:Q984 C:Q64,S:J765 H:J542 D:JT63 C:3,10,17,10,3
1,196,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT82 H:95 D:KJ9 C:QT85,S:J54 H:873 D:AT7532 C:4,S:Q973 H:AKT4 D:Q64 C:32,S:K6 H:QJ62 D:8 C:AKJ976,10,5,11,14
1,197,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:85 H:K975 D:A97 C:JT73,S:AKJT2 H:AJ D:QT4 C:Q65,S:Q964 H:QT83 D:J5 C:AK9,S:73 H:642 D:K8632 C:842,8,17,12,3
1,198,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q96 H:J32 D:A54 C:AT87,S:T42 H:54 D:KQJ7 C:J642,S:K875 H:A76 D:98 C:KQ95,S:AJ3 H:KQT98 D:T632 C:3,11,7,12,10
1,199,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:8543 H:AK8 D:T7 C:T965,S:KQ H:T6532 D:K8654 C:3,S:AJ72 H:Q94 D:A92 C:AQ7,S:T96 H:J7 D:QJ3 C:KJ842,7,8,17,8
1,200,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QT53 H:AKT7 D:A8 C:652,S:A74 H:54 D:QT654 C:874,S:986 H:J92 D:K732 C:AT3,S:KJ2 H:Q863 D:J9 C:KQJ9,13,6,8,13
